# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.cachedValueWithParameters.calculated.ms,1775622433005000000,1775622447694000000,0
workspaceModel.cachedValue.from.cache.ms,1775622433005000000,1775622447694000000,0
workspaceModel.update.unloaded.entities.ms,1775622433005000000,1775622447694000000,0
workspaceModel.loading.from.cache.ms,1775622433005000000,1775622447694000000,59
workspaceModel.cachedValueWithParameters.total.get.ms,1775622433005000000,1775622447694000000,0
workspaceModel.init.bridges.ms,1775622433005000000,1775622447694000000,0
workspaceModel.updates.count,1775622433005000000,1775622447694000000,0
workspaceModel.pre.handlers.ms,1775622433005000000,1775622447694000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1775622433005000000,1775622447694000000,0
workspaceModel.cachedValue.calculated.ms,1775622433005000000,1775622447694000000,1
workspaceModel.to.snapshot.ms,1775622433005000000,1775622447694000000,0
workspaceModel.check.recursive.update.ms,1775622433005000000,1775622447694000000,0
workspaceModel.collect.changes.ms,1775622433005000000,1775622447694000000,0
workspaceModel.replace.project.model.ms,1775622433005000000,1775622447694000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1775622433005000000,1775622447694000000,0
workspaceModel.cachedValue.total.get.ms,1775622433005000000,1775622447694000000,1
workspaceModel.updates.ms,1775622433005000000,1775622447694000000,0
workspaceModel.updates.precise.ms,1775622433005000000,1775622447694000000,0
workspaceModel.full.replace.project.model.ms,1775622433005000000,1775622447694000000,0
workspaceModel.initializing.ms,1775622433005000000,1775622447694000000,0
workspaceModel.loading.total.ms,1775622433005000000,1775622447694000000,73
workspaceModel.entityStorageSnapshotImpl.instances.count,1775622433005000000,1775622447694000000,3
workspaceModel.cachedValue.clear.ms,1775622433005000000,1775622447694000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1775622433005000000,1775622447694000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1775622433005000000,1775622447694000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775622433005000000,1775622447694000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1775622433005000000,1775622447694000000,0
jps.global.handle.changed.events.ms,1775622433005000000,1775622447694000000,0
jps.save.global.entities.ms,1775622433005000000,1775622447694000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1775622433005000000,1775622447694000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1775622433005000000,1775622447694000000,0
