# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.eventsDispatched,1775512753799000000,1775512767695000000,0
NonBlockingReadAction.failedExecutionTimeUs,1775512753799000000,1775512767695000000,0
FlushQueue.queueSizeAvg,1775512753799000000,1775512767695000000,0.0
FlushQueue.executionTimeMaxNs,1775512753799000000,1775512767695000000,0
FlushQueue.waitingTimeAvgNs,1775512753799000000,1775512767695000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1775512753799000000,1775512767695000000,10559673410
NonBlockingReadAction.failedExecutionsCount,1775512753799000000,1775512767695000000,0
FlushQueue.executionTimeAvgNs,1775512753799000000,1775512767695000000,0.0
writeAction.median.wait.ms,1775512753799000000,1775512767695000000,0
writeAction.max.wait.ms,1775512753799000000,1775512767695000000,0
writeAction.count,1775512753799000000,1775512767695000000,1
writeAction.wait.ms,1775512753799000000,1775512767695000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1775512753799000000,1775512767695000000,3
workspaceModel.cachedValueWithParameters.total.get.ms,1775512753799000000,1775512767695000000,0
workspaceModel.cachedValue.clear.ms,1775512753799000000,1775512767695000000,0
workspaceModel.loading.from.cache.ms,1775512753799000000,1775512767695000000,36
workspaceModel.update.unloaded.entities.ms,1775512753799000000,1775512767695000000,0
workspaceModel.updates.ms,1775512753799000000,1775512767695000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1775512753799000000,1775512767695000000,0
workspaceModel.full.replace.project.model.ms,1775512753799000000,1775512767695000000,0
workspaceModel.collect.changes.ms,1775512753799000000,1775512767695000000,0
workspaceModel.cachedValue.from.cache.ms,1775512753799000000,1775512767695000000,0
workspaceModel.replace.project.model.ms,1775512753799000000,1775512767695000000,0
workspaceModel.loading.total.ms,1775512753799000000,1775512767695000000,47
workspaceModel.cachedValueWithParameters.clear.ms,1775512753799000000,1775512767695000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1775512753799000000,1775512767695000000,0
workspaceModel.cachedValue.total.get.ms,1775512753799000000,1775512767695000000,0
workspaceModel.to.snapshot.ms,1775512753799000000,1775512767695000000,0
workspaceModel.updates.count,1775512753799000000,1775512767695000000,0
workspaceModel.init.bridges.ms,1775512753799000000,1775512767695000000,0
workspaceModel.pre.handlers.ms,1775512753799000000,1775512767695000000,0
workspaceModel.check.recursive.update.ms,1775512753799000000,1775512767695000000,0
workspaceModel.updates.precise.ms,1775512753799000000,1775512767695000000,0
workspaceModel.initializing.ms,1775512753799000000,1775512767695000000,0
workspaceModel.cachedValue.calculated.ms,1775512753799000000,1775512767695000000,0
