# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTime90PNs,1775611178269000000,1775611190152000000,0
FlushQueue.executionTimeMaxNs,1775611178269000000,1775611190152000000,0
WriteAction.executionsCount,1775611178269000000,1775611190152000000,1
FilePageCacheLockFree.totalPagesWritten,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1775611178269000000,1775611190152000000,0
FilePageCache.pageFastCacheHits,1775611178269000000,1775611190152000000,13594
FilePageCacheLockFree.housekeeperTurnsSkipped,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalBytesRequested,1775611178269000000,1775611190152000000,0
FilePageCache.disposedBuffers,1775611178269000000,1775611190152000000,196
FilePageCache.totalPageLoadsUs,1775611178269000000,1775611190152000000,209877
FilePageCacheLockFree.totalBytesRead,1775611178269000000,1775611190152000000,0
FilePageCache.maxCacheSizeInBytes,1775611178269000000,1775611190152000000,202375168
StorageLockContext.competingThreads.avg,1775611178269000000,1775611190152000000,0.0
FileChannelInterruptsRetryer.totalRetriedAttempts,1775611178269000000,1775611190152000000,0
StorageLockContext.competingThreads.max,1775611178269000000,1775611190152000000,0
StorageLockContext.competingThreads.90P,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1775611178269000000,1775611190152000000,0
MappedFileStorage.totalBytesMapped,1775611178269000000,1775611190152000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775611178269000000,1775611190152000000,41943040
DirectByteBufferAllocator.misses,1775611178269000000,1775611190152000000,193
FilePageCacheLockFree.totalPagesHandedOver,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalPagesReadMs,1775611178269000000,1775611190152000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1775611178269000000,1775611190152000000,0
FilePageCache.pageLoads,1775611178269000000,1775611190152000000,196
MappedFileStorage.totalTimeSpentOnMappingUs,1775611178269000000,1775611190152000000,1074379
FilePageCacheLockFree.totalClosedStoragesReclaimed,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.heapBytesInUse,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1775611178269000000,1775611190152000000,0
FilePageCache.capacityInBytes,1775611178269000000,1775611190152000000,503316478
DirectByteBufferAllocator.reclaimed,1775611178269000000,1775611190152000000,43
FilePageCacheLockFree.nativeBytesInUse,1775611178269000000,1775611190152000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775611178269000000,1775611190152000000,41943040
DirectByteBufferAllocator.disposed,1775611178269000000,1775611190152000000,153
FilePageCache.pageHits,1775611178269000000,1775611190152000000,0
MappedFileStorage.storages,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalPagesWriteMs,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalPagesRequested,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalPagesReclaimed,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalPagesAllocated,1775611178269000000,1775611190152000000,0
FilePageCache.uncachedFileAccess,1775611178269000000,1775611190152000000,331
MappedFileStorage.totalPagesMapped,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1775611178269000000,1775611190152000000,0
FilePageCache.totalPageDisposalsUs,1775611178269000000,1775611190152000000,537
DirectByteBufferAllocator.hits,1775611178269000000,1775611190152000000,3
FilePageCache.maxRegisteredFiles,1775611178269000000,1775611190152000000,537
FilePageCacheLockFree.totalHeapBytesAllocated,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1775611178269000000,1775611190152000000,0
FilePageCacheLockFree.totalBytesWritten,1775611178269000000,1775611190152000000,0
VFS.fileChildByName,1775611178269000000,1775611190152000000,13
VFS.fileByIdCache.misses,1775611178269000000,1775611190152000000,0
VFS.fileByIdCache.hits,1775611178269000000,1775611190152000000,0
VFS.invertedFileNameIndex.requests,1775611178269000000,1775611190152000000,0
writeAction.max.wait.ms,1775611178269000000,1775611190152000000,1
writeAction.wait.ms,1775611178269000000,1775611190152000000,1
writeAction.median.wait.ms,1775611178269000000,1775611190152000000,0
writeAction.count,1775611178269000000,1775611190152000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1775611178269000000,1775611190152000000,0
jps.global.get.library.by.name.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.instances.count,1775611178269000000,1775611190152000000,3
jps.load.initial.state.ms,1775611178269000000,1775611190152000000,14
workspaceModel.mutableEntityStorage.resolve.ms,1775611178269000000,1775611190152000000,0
jps.global.get.libraries.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1775611178269000000,1775611190152000000,2
workspaceModel.mutableEntityStorage.add.entity.ms,1775611178269000000,1775611190152000000,0
jps.library.entities.serializer.save.entities.ms,1775611178269000000,1775611190152000000,0
jps.global.get.library.ms,1775611178269000000,1775611190152000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1775611178269000000,1775611190152000000,0
workspaceModel.global.updates.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1775611178269000000,1775611190152000000,0
jps.global.handle.changed.events.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1775611178269000000,1775611190152000000,0
workspaceModel.load.cache.from.file.ms,1775611178269000000,1775611190152000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1775611178269000000,1775611190152000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1775611178269000000,1775611190152000000,0
jps.global.initialize.library.bridges.after.loading.ms,1775611178269000000,1775611190152000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1775611178269000000,1775611190152000000,0
workspaceModel.global.apply.state.to.project.ms,1775611178269000000,1775611190152000000,0
jps.save.global.entities.ms,1775611178269000000,1775611190152000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1775611178269000000,1775611190152000000,0
workspaceModel.do.save.caches.ms,1775611178269000000,1775611190152000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1775611178269000000,1775611190152000000,0
jps.app.storage.content.reader.load.component.ms,1775611178269000000,1775611190152000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1775611178269000000,1775611190152000000,0
jps.library.entities.serializer.load.entities.ms,1775611178269000000,1775611190152000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1775611178269000000,1775611190152000000,0
workspaceModel.global.updates.count,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.entities.ms,1775611178269000000,1775611190152000000,1
jps.global.handle.before.change.events.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1775611178269000000,1775611190152000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1775611178269000000,1775611190152000000,0
jps.global.initialize.library.bridges.ms,1775611178269000000,1775611190152000000,0
workspaceModel.load.cache.metadata.from.file.ms,1775611178269000000,1775611190152000000,0
workspaceModel.sync.entities.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1775611178269000000,1775611190152000000,0
workspaceModel.save.cache.to.file.ms,1775611178269000000,1775611190152000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1775611178269000000,1775611190152000000,0
cacheStateStorage.set.counter,1775611178269000000,1775611190152000000,0
cacheStateStorage.set.duration,1775611178269000000,1775611190152000000,0
cacheStateStorage.get.counter,1775611178269000000,1775611190152000000,10
cacheStateStorage.get.duration,1775611178269000000,1775611190152000000,0
