# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.updates.ms,1775611178269000000,1775611190152000000,0
workspaceModel.loading.total.ms,1775611178269000000,1775611190152000000,53
workspaceModel.updates.count,1775611178269000000,1775611190152000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1775611178269000000,1775611190152000000,0
workspaceModel.init.bridges.ms,1775611178269000000,1775611190152000000,0
workspaceModel.collect.changes.ms,1775611178269000000,1775611190152000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1775611178269000000,1775611190152000000,0
workspaceModel.cachedValue.total.get.ms,1775611178269000000,1775611190152000000,0
workspaceModel.update.unloaded.entities.ms,1775611178269000000,1775611190152000000,0
workspaceModel.pre.handlers.ms,1775611178269000000,1775611190152000000,0
workspaceModel.replace.project.model.ms,1775611178269000000,1775611190152000000,0
workspaceModel.to.snapshot.ms,1775611178269000000,1775611190152000000,0
workspaceModel.cachedValue.calculated.ms,1775611178269000000,1775611190152000000,0
workspaceModel.cachedValue.from.cache.ms,1775611178269000000,1775611190152000000,0
workspaceModel.updates.precise.ms,1775611178269000000,1775611190152000000,0
workspaceModel.loading.from.cache.ms,1775611178269000000,1775611190152000000,40
workspaceModel.cachedValueWithParameters.calculated.ms,1775611178269000000,1775611190152000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1775611178269000000,1775611190152000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1775611178269000000,1775611190152000000,3
workspaceModel.check.recursive.update.ms,1775611178269000000,1775611190152000000,0
workspaceModel.initializing.ms,1775611178269000000,1775611190152000000,0
workspaceModel.cachedValue.clear.ms,1775611178269000000,1775611190152000000,0
workspaceModel.full.replace.project.model.ms,1775611178269000000,1775611190152000000,0
FlushQueue.queueSizeAvg,1775611178269000000,1775611190152000000,0.0
FlushQueue.executionTime90PNs,1775611178269000000,1775611190152000000,0
FlushQueue.executionTimeAvgNs,1775611178269000000,1775611190152000000,0.0
FlushQueue.queueSizeMax,1775611178269000000,1775611190152000000,0
NonBlockingReadAction.finalizedExecutionsCount,1775611178269000000,1775611190152000000,15
NonBlockingReadAction.failedExecutionTimeUs,1775611178269000000,1775611190152000000,0
AWTEventQueue.dispatchTimeMaxNs,1775611178269000000,1775611190152000000,0
FlushQueue.waitingTimeAvgNs,1775611178269000000,1775611190152000000,0.0
FlushQueue.waitingTimeMaxNs,1775611178269000000,1775611190152000000,0
FlushQueue.queueSize90P,1775611178269000000,1775611190152000000,0
AWTEventQueue.dispatchTimeTotalNS,1775611178269000000,1775611190152000000,9389915564
ReadAction.executionsCount,1775611178269000000,1775611190152000000,50085
FlushQueue.tasksExecuted,1775611178269000000,1775611190152000000,0
FlushQueue.waitingTime90PNs,1775611178269000000,1775611190152000000,0
AWTEventQueue.dispatchTimeAvgNs,1775611178269000000,1775611190152000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1775611178269000000,1775611190152000000,80111
NonBlockingReadAction.failedExecutionsCount,1775611178269000000,1775611190152000000,0
AWTEventQueue.eventsDispatched,1775611178269000000,1775611190152000000,0
